1 1690 2 -1763.8
2 1690 2 -1696.8
3 1690 2 -1629.8
4 1690 2 -1551.7
5 1690 2 -1484.7
6 1690 2 -1417.7
7 1690 2 -1339.6
8 1690 2 -1272.6
9 1690 2 -1205.6
10 1690 2 -1127.5
11 1690 2 -1060.5
12 1690 2 -993.5
13 1690 2 -915.4
14 1690 2 -848.4
15 1690 2 -781.4
16 1690 2 -703.3
17 1690 2 -636.3
18 1690 2 -569.3
19 1690 2 -491.2
20 1690 2 -424.2
21 1690 2 -357.2
22 1690 2 -279.1
23 1690 2 -212.1
24 1690 2 -145.1
25 1690 2 -67
26 1690 2 0
27 1690 2 67
28 1690 2 145.1
29 1690 2 212.1
30 1690 2 279.1
31 1690 2 357.2
32 1690 2 424.2
33 1690 2 491.2
34 1690 2 569.3
35 1690 2 636.3
36 1690 2 703.3
37 1690 2 781.4
38 1690 2 848.4
39 1690 2 915.4
40 1690 2 993.5
41 1690 2 1060.5
42 1690 2 1127.5
43 1690 2 1205.6
44 1690 2 1272.6
45 1690 2 1339.6
46 1690 2 1417.7
47 1690 2 1484.7
48 1690 2 1551.7
49 1690 2 1629.8
50 1690 2 1696.8
51 1690 2 1763.8
52 1688.52 70.7698 -1763.8
53 1688.52 70.7698 -1696.8
54 1688.52 70.7698 -1629.8
55 1688.52 70.7698 -1551.7
56 1688.52 70.7698 -1484.7
57 1688.52 70.7698 -1417.7
58 1688.52 70.7698 -1339.6
59 1688.52 70.7698 -1272.6
60 1688.52 70.7698 -1205.6
61 1688.52 70.7698 -1127.5
62 1688.52 70.7698 -1060.5
63 1688.52 70.7698 -993.5
64 1688.52 70.7698 -915.4
65 1688.52 70.7698 -848.4
66 1688.52 70.7698 -781.4
67 1688.52 70.7698 -703.3
68 1688.52 70.7698 -636.3
69 1688.52 70.7698 -569.3
70 1688.52 70.7698 -491.2
71 1688.52 70.7698 -424.2
72 1688.52 70.7698 -357.2
73 1688.52 70.7698 -279.1
74 1688.52 70.7698 -212.1
75 1688.52 70.7698 -145.1
76 1688.52 70.7698 -67
77 1688.52 70.7698 0
78 1688.52 70.7698 67
79 1688.52 70.7698 145.1
80 1688.52 70.7698 212.1
81 1688.52 70.7698 279.1
82 1688.52 70.7698 357.2
83 1688.52 70.7698 424.2
84 1688.52 70.7698 491.2
85 1688.52 70.7698 569.3
86 1688.52 70.7698 636.3
87 1688.52 70.7698 703.3
88 1688.52 70.7698 781.4
89 1688.52 70.7698 848.4
90 1688.52 70.7698 915.4
91 1688.52 70.7698 993.5
92 1688.52 70.7698 1060.5
93 1688.52 70.7698 1127.5
94 1688.52 70.7698 1205.6
95 1688.52 70.7698 1272.6
96 1688.52 70.7698 1339.6
97 1688.52 70.7698 1417.7
98 1688.52 70.7698 1484.7
99 1688.52 70.7698 1551.7
100 1688.52 70.7698 1629.8
101 1688.52 70.7698 1696.8
102 1688.52 70.7698 1763.8
103 1684.07 141.416 -1763.8
104 1684.07 141.416 -1696.8
105 1684.07 141.416 -1629.8
106 1684.07 141.416 -1551.7
107 1684.07 141.416 -1484.7
108 1684.07 141.416 -1417.7
109 1684.07 141.416 -1339.6
110 1684.07 141.416 -1272.6
111 1684.07 141.416 -1205.6
112 1684.07 141.416 -1127.5
113 1684.07 141.416 -1060.5
114 1684.07 141.416 -993.5
115 1684.07 141.416 -915.4
116 1684.07 141.416 -848.4
117 1684.07 141.416 -781.4
118 1684.07 141.416 -703.3
119 1684.07 141.416 -636.3
120 1684.07 141.416 -569.3
121 1684.07 141.416 -491.2
122 1684.07 141.416 -424.2
123 1684.07 141.416 -357.2
124 1684.07 141.416 -279.1
125 1684.07 141.416 -212.1
126 1684.07 141.416 -145.1
127 1684.07 141.416 -67
128 1684.07 141.416 0
129 1684.07 141.416 67
130 1684.07 141.416 145.1
131 1684.07 141.416 212.1
132 1684.07 141.416 279.1
133 1684.07 141.416 357.2
134 1684.07 141.416 424.2
135 1684.07 141.416 491.2
136 1684.07 141.416 569.3
137 1684.07 141.416 636.3
138 1684.07 141.416 703.3
139 1684.07 141.416 781.4
140 1684.07 141.416 848.4
141 1684.07 141.416 915.4
142 1684.07 141.416 993.5
143 1684.07 141.416 1060.5
144 1684.07 141.416 1127.5
145 1684.07 141.416 1205.6
146 1684.07 141.416 1272.6
147 1684.07 141.416 1339.6
148 1684.07 141.416 1417.7
149 1684.07 141.416 1484.7
150 1684.07 141.416 1551.7
151 1684.07 141.416 1629.8
152 1684.07 141.416 1696.8
153 1684.07 141.416 1763.8
154 1676.92 209.829 -1763.8
155 1676.92 209.829 -1696.8
156 1676.92 209.829 -1629.8
157 1676.92 209.829 -1551.7
158 1676.92 209.829 -1484.7
159 1676.92 209.829 -1417.7
160 1676.92 209.829 -1339.6
161 1676.92 209.829 -1272.6
162 1676.92 209.829 -1205.6
163 1676.92 209.829 -1127.5
164 1676.92 209.829 -1060.5
165 1676.92 209.829 -993.5
166 1676.92 209.829 -915.4
167 1676.92 209.829 -848.4
168 1676.92 209.829 -781.4
169 1676.92 209.829 -703.3
170 1676.92 209.829 -636.3
171 1676.92 209.829 -569.3
172 1676.92 209.829 -491.2
173 1676.92 209.829 -424.2
174 1676.92 209.829 -357.2
175 1676.92 209.829 -279.1
176 1676.92 209.829 -212.1
177 1676.92 209.829 -145.1
178 1676.92 209.829 -67
179 1676.92 209.829 0
180 1676.92 209.829 67
181 1676.92 209.829 145.1
182 1676.92 209.829 212.1
183 1676.92 209.829 279.1
184 1676.92 209.829 357.2
185 1676.92 209.829 424.2
186 1676.92 209.829 491.2
187 1676.92 209.829 569.3
188 1676.92 209.829 636.3
189 1676.92 209.829 703.3
190 1676.92 209.829 781.4
191 1676.92 209.829 848.4
192 1676.92 209.829 915.4
193 1676.92 209.829 993.5
194 1676.92 209.829 1060.5
195 1676.92 209.829 1127.5
196 1676.92 209.829 1205.6
197 1676.92 209.829 1272.6
198 1676.92 209.829 1339.6
199 1676.92 209.829 1417.7
200 1676.92 209.829 1484.7
201 1676.92 209.829 1551.7
202 1676.92 209.829 1629.8
203 1676.92 209.829 1696.8
204 1676.92 209.829 1763.8
205 1666 283.811 -1763.8
206 1666 283.811 -1696.8
207 1666 283.811 -1629.8
208 1666 283.811 -1551.7
209 1666 283.811 -1484.7
210 1666 283.811 -1417.7
211 1666 283.811 -1339.6
212 1666 283.811 -1272.6
213 1666 283.811 -1205.6
214 1666 283.811 -1127.5
215 1666 283.811 -1060.5
216 1666 283.811 -993.5
217 1666 283.811 -915.4
218 1666 283.811 -848.4
219 1666 283.811 -781.4
220 1666 283.811 -703.3
221 1666 283.811 -636.3
222 1666 283.811 -569.3
223 1666 283.811 -491.2
224 1666 283.811 -424.2
225 1666 283.811 -357.2
226 1666 283.811 -279.1
227 1666 283.811 -212.1
228 1666 283.811 -145.1
229 1666 283.811 -67
230 1666 283.811 0
231 1666 283.811 67
232 1666 283.811 145.1
233 1666 283.811 212.1
234 1666 283.811 279.1
235 1666 283.811 357.2
236 1666 283.811 424.2
237 1666 283.811 491.2
238 1666 283.811 569.3
239 1666 283.811 636.3
240 1666 283.811 703.3
241 1666 283.811 781.4
242 1666 283.811 848.4
243 1666 283.811 915.4
244 1666 283.811 993.5
245 1666 283.811 1060.5
246 1666 283.811 1127.5
247 1666 283.811 1205.6
248 1666 283.811 1272.6
249 1666 283.811 1339.6
250 1666 283.811 1417.7
251 1666 283.811 1484.7
252 1666 283.811 1551.7
253 1666 283.811 1629.8
254 1666 283.811 1696.8
255 1666 283.811 1763.8
256 1653.07 351.371 -1763.8
257 1653.07 351.371 -1696.8
258 1653.07 351.371 -1629.8
259 1653.07 351.371 -1551.7
260 1653.07 351.371 -1484.7
261 1653.07 351.371 -1417.7
262 1653.07 351.371 -1339.6
263 1653.07 351.371 -1272.6
264 1653.07 351.371 -1205.6
265 1653.07 351.371 -1127.5
266 1653.07 351.371 -1060.5
267 1653.07 351.371 -993.5
268 1653.07 351.371 -915.4
269 1653.07 351.371 -848.4
270 1653.07 351.371 -781.4
271 1653.07 351.371 -703.3
272 1653.07 351.371 -636.3
273 1653.07 351.371 -569.3
274 1653.07 351.371 -491.2
275 1653.07 351.371 -424.2
276 1653.07 351.371 -357.2
277 1653.07 351.371 -279.1
278 1653.07 351.371 -212.1
279 1653.07 351.371 -145.1
280 1653.07 351.371 -67
281 1653.07 351.371 0
282 1653.07 351.371 67
283 1653.07 351.371 145.1
284 1653.07 351.371 212.1
285 1653.07 351.371 279.1
286 1653.07 351.371 357.2
287 1653.07 351.371 424.2
288 1653.07 351.371 491.2
289 1653.07 351.371 569.3
290 1653.07 351.371 636.3
291 1653.07 351.371 703.3
292 1653.07 351.371 781.4
293 1653.07 351.371 848.4
294 1653.07 351.371 915.4
295 1653.07 351.371 993.5
296 1653.07 351.371 1060.5
297 1653.07 351.371 1127.5
298 1653.07 351.371 1205.6
299 1653.07 351.371 1272.6
300 1653.07 351.371 1339.6
301 1653.07 351.371 1417.7
302 1653.07 351.371 1484.7
303 1653.07 351.371 1551.7
304 1653.07 351.371 1629.8
305 1653.07 351.371 1696.8
306 1653.07 351.371 1763.8
307 1636.91 420.286 -1763.8
308 1636.91 420.286 -1696.8
309 1636.91 420.286 -1629.8
310 1636.91 420.286 -1551.7
311 1636.91 420.286 -1484.7
312 1636.91 420.286 -1417.7
313 1636.91 420.286 -1339.6
314 1636.91 420.286 -1272.6
315 1636.91 420.286 -1205.6
316 1636.91 420.286 -1127.5
317 1636.91 420.286 -1060.5
318 1636.91 420.286 -993.5
319 1636.91 420.286 -915.4
320 1636.91 420.286 -848.4
321 1636.91 420.286 -781.4
322 1636.91 420.286 -703.3
323 1636.91 420.286 -636.3
324 1636.91 420.286 -569.3
325 1636.91 420.286 -491.2
326 1636.91 420.286 -424.2
327 1636.91 420.286 -357.2
328 1636.91 420.286 -279.1
329 1636.91 420.286 -212.1
330 1636.91 420.286 -145.1
331 1636.91 420.286 -67
332 1636.91 420.286 0
333 1636.91 420.286 67
334 1636.91 420.286 145.1
335 1636.91 420.286 212.1
336 1636.91 420.286 279.1
337 1636.91 420.286 357.2
338 1636.91 420.286 424.2
339 1636.91 420.286 491.2
340 1636.91 420.286 569.3
341 1636.91 420.286 636.3
342 1636.91 420.286 703.3
343 1636.91 420.286 781.4
344 1636.91 420.286 848.4
345 1636.91 420.286 915.4
346 1636.91 420.286 993.5
347 1636.91 420.286 1060.5
348 1636.91 420.286 1127.5
349 1636.91 420.286 1205.6
350 1636.91 420.286 1272.6
351 1636.91 420.286 1339.6
352 1636.91 420.286 1417.7
353 1636.91 420.286 1484.7
354 1636.91 420.286 1551.7
355 1636.91 420.286 1629.8
356 1636.91 420.286 1696.8
357 1636.91 420.286 1763.8
358 1618.45 486.549 -1763.8
359 1618.45 486.549 -1696.8
360 1618.45 486.549 -1629.8
361 1618.45 486.549 -1551.7
362 1618.45 486.549 -1484.7
363 1618.45 486.549 -1417.7
364 1618.45 486.549 -1339.6
365 1618.45 486.549 -1272.6
366 1618.45 486.549 -1205.6
367 1618.45 486.549 -1127.5
368 1618.45 486.549 -1060.5
369 1618.45 486.549 -993.5
370 1618.45 486.549 -915.4
371 1618.45 486.549 -848.4
372 1618.45 486.549 -781.4
373 1618.45 486.549 -703.3
374 1618.45 486.549 -636.3
375 1618.45 486.549 -569.3
376 1618.45 486.549 -491.2
377 1618.45 486.549 -424.2
378 1618.45 486.549 -357.2
379 1618.45 486.549 -279.1
380 1618.45 486.549 -212.1
381 1618.45 486.549 -145.1
382 1618.45 486.549 -67
